kind,absolute_worktree,branch,head,upstream,ahead_behind,dirty_state,last_author,last_time,last_subject,persona_inference,mailbox_presence,result_report_files,merge_base_to_current_base,current_base_relevance
attached-worktree,/Users/jay-m4/code/rawclaw-conor-claim-spy-20260826T180954Z-580e,conor/claim-spy-20260826T180954Z-580e,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,conor,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-conor-claim-spy-20260826T183555Z-63ed,conor/claim-spy-20260826T183555Z-63ed,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,conor,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-conor-container-takeover,conor/container-takeover,0193241b6ce317ec0c931e6160b8e82b21f48161,UNCERTAIN,17/3 vs base,clean,MoonCaves,2026-08-26T17:05:40+08:00,test(index): preserve refresh cache on failed publish,conor,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,bf7cdd0de71f8fbfd6e86c34852062f0766fddc7,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-conor-hook-failsoft,conor/hook-failsoft-fix,ed1527ef8c8d7f8386b4908ef843fb9416535886,UNCERTAIN,17/2 vs base,clean,MoonCaves,2026-08-26T17:24:15+08:00,refactor(cli): simplify hook catalog claim,conor,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,bf7cdd0de71f8fbfd6e86c34852062f0766fddc7,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-conor-lenny-hook-wait-trap,conor/lenny-hook-wait-trap,25b8d3762bc768f5ca6aa069fd1aeb5948dc36d7,origin/conor/lenny-hook-wait-trap,0/0,clean,MoonCaves,2026-08-26T19:32:33+08:00,test(hooks): reap detached hostile-matrix children,conor,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,479d14c782a229d3348b290885028c5efa7a8740,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-conor-ozzy-range-shrink,conor/ozzy-range-shrink,fb893ed7ae8a1da95f3bbb5b651176cfb2275f6a,origin/conor/ozzy-range-shrink,0/0,clean,MoonCaves,2026-08-26T19:22:12+08:00,refactor(cli): shrink segment range bounds,conor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;PRIOR_ART_SOURCES.md;README.md;ROADMAP.md;WORKER_PROBLEM_PRIOR_ART.md,5b9756b2200ff6bd670f07407407d84d9f42d84b,diverged
detached-worktree,/Users/jay-m4/code/rawclaw-conor-prune-diagnose,(detached),bf7cdd0de71f8fbfd6e86c34852062f0766fddc7,UNCERTAIN,UNCERTAIN,clean,Jay,2026-08-26T16:33:09+08:00,test: prove guarded codex catalog fallback resolution,UNCERTAIN,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,bf7cdd0de71f8fbfd6e86c34852062f0766fddc7,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-conor-six-skill,conor/six-skill-audit,34bef0ce688ea6c57b9d4a8fb8343ed10b635f6a,origin/conor/six-skill-audit,0/0,clean,MoonCaves,2026-08-26T17:31:03+08:00,docs: record six-skill anti-bloat audit,conor,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,diverged
detached-worktree,/Users/jay-m4/code/rawclaw-conor-store-demolition,(detached),5b9756b2200ff6bd670f07407407d84d9f42d84b,UNCERTAIN,UNCERTAIN,clean,MoonCaves,2026-08-26T17:58:49+08:00,refactor(agentproto): inline catalog project filter,UNCERTAIN,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,5b9756b2200ff6bd670f07407407d84d9f42d84b,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-agent-registry-git,worker/furiosa-agent-registry-git-20260827,c818ea1212bb1f1110cefa65472f658b844840ef,origin/main,1/0,clean,Remotely Human,2026-08-27T05:32:54+08:00,docs: correct tombstone pruning cost claims,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,86c5ce06b789e9e287154ba25acc699d04ff2c7b,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-agent-registry-live,worker/furiosa-agent-registry-live-20260827,c818ea1212bb1f1110cefa65472f658b844840ef,origin/main,1/0,dirty,Remotely Human,2026-08-27T05:32:54+08:00,docs: correct tombstone pruning cost claims,worker,.agent-mailbox,AGENTS.md;AGENT_REGISTRY_LIVE.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md;agent-registry-live.csv,86c5ce06b789e9e287154ba25acc699d04ff2c7b,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-agent-registry-mail,worker/furiosa-agent-registry-mail-20260827,c818ea1212bb1f1110cefa65472f658b844840ef,origin/main,1/0,clean,Remotely Human,2026-08-27T05:32:54+08:00,docs: correct tombstone pruning cost claims,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,86c5ce06b789e9e287154ba25acc699d04ff2c7b,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-arithmetic-t21-20260827,worker/furiosa-arithmetic-t21-20260827,e1a85898ed0ad2a515ce87ab4e849166ee8d5f28,origin/worker/furiosa-arithmetic-t21-20260827,0/0,clean,MoonCaves,2026-08-27T06:57:13+08:00,docs: correct rival receipt hash attribution,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-audit-adoption,worker/furiosa-audit-adoption-20260827,84f6caa7415bf35d012250879e02e08b9475c1c5,origin/worker/furiosa-audit-adoption-20260827,0/0,clean,MoonCaves,2026-08-27T02:57:09+08:00,docs: record candidate adoption audit,worker,.agent-mailbox,ADOPTION_AUDIT.md;AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-audit-identity,worker/furiosa-audit-identity-20260827,8f58e023554fb7d64b651db7a3f40ac8cea10fb8,origin/worker/furiosa-audit-identity-20260827,0/0,clean,MoonCaves,2026-08-27T02:59:13+08:00,docs: correct setup blob identity,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;IDENTITY_AUDIT.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-audit-lint,worker/furiosa-audit-lint-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-audit-mutation,worker/furiosa-audit-mutation-20260827,692b359ddfdaee5435d08a72da8601ae5225dae9,origin/worker/furiosa-audit-mutation-20260827,0/0,clean,MoonCaves,2026-08-27T03:04:29+08:00,audit: correct candidate mutation coverage,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;MUTATION_AUDIT.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-best-effort-contract,worker/furiosa-best-effort-contract-20260827,3b641ce9582541a60a7b37c8456bedaa9d86d29c,origin/worker/furiosa-best-effort-contract-20260827,0/0,clean,MoonCaves,2026-08-27T05:32:21+08:00,fix(cli): state detached tag publication is best effort,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-cancellable-consolidation,worker/furiosa-cancellable-consolidation-20260827,cc3e08848aeb58d5360c631e516d5ede0c89f831,origin/worker/furiosa-cancellable-consolidation-20260827,0/0,clean,MoonCaves,2026-08-27T03:42:11+08:00,test(index): record cancellation mutation audit,worker,.agent-mailbox,AGENTS.md;CANCELLATION_MUTATION_AUDIT.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-census-t17-20260827,worker/furiosa-census-t17-20260827,430ec3b49ee481322a6bcba8ed6521dda9d734c0,origin/worker/furiosa-census-t17-20260827,0/0,clean,MoonCaves,2026-08-27T06:10:43+08:00,docs: correct Tick 17 adoption chronology,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FURIOSA_TICK17_CENSUS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-claimspy-t20-20260827,worker/furiosa-claimspy-t20-20260827,cbc87ac1339c8fa6793c4484ec1138f75479491f,origin/worker/furiosa-claimspy-t20-20260827,0/0,clean,MoonCaves,2026-08-27T06:34:12+08:00,docs: record Furiosa Tick 20 claim spy,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FURIOSA_TICK20_CLAIM_SPY.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-claimspy-t24-20260827,worker/furiosa-claimspy-t24-20260827,45238786c1e89599c8eb904a1fb8af5cd396b9a3,origin/worker/furiosa-claimspy-t24-20260827,0/0,clean,MoonCaves,2026-08-27T07:12:16+08:00,audit: record Tick 24 claim spy verdicts,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-claimspy-t24-fast-20260827,worker/furiosa-claimspy-t24-fast-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-composite-t17-20260827,worker/furiosa-composite-t17-20260827,3c5dd3659a4fec0f6ebd50135bab33224f365fc2,origin/worker/furiosa-composite-t17-20260827,0/0,clean,MoonCaves,2026-08-27T06:05:55+08:00,docs: record composite scope incompatibility,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-composite-t17b-20260827,worker/furiosa-composite-t17b-20260827,34d2fb05161b1be7819b80804fca2e3a576243cf,origin/worker/furiosa-composite-t17b-20260827,0/0,clean,MoonCaves,2026-08-27T06:13:49+08:00,docs: record clean composite contract,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-detached-publication,worker/furiosa-detached-publication-20260827,8c8216e25e22496b2e3e919fce836be49d692e25,origin/worker/furiosa-detached-publication-20260827,0/0,clean,MoonCaves,2026-08-27T04:15:58+08:00,fix(index): prune only missing source topics,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-external-branch-recovery,worker/furiosa-external-branch-recovery-20260827,a8cac855f17eeaab89838665acb3f48357a1bb1b,origin/worker/furiosa-external-branch-recovery-20260827,0/0,dirty,MoonCaves,2026-08-27T05:30:08+08:00,docs: record Furiosa external branch recovery,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FINDINGS_DETACHED_PUBLICATION_RECEIPT.md;FURIOSA_EXTERNAL_BRANCH_RECOVERY.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-external-nilscope-referee,worker/furiosa-external-nilscope-referee-20260827,d91870634ff42b11165811111442acab26244d39,origin/worker/furiosa-external-nilscope-referee-20260827,0/0,dirty,MoonCaves,2026-08-27T05:32:59+08:00,fix: unblock nil-scope consolidated tag-write,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FINDINGS_DETACHED_PUBLICATION_RECEIPT.md;FURIOSA_EXTERNAL_NILSCOPE_REFEREE.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-external-receipt-contract,worker/furiosa-external-receipt-contract-20260827,dea330f65b346efb64e5f1db69b24bca50db5489,origin/worker/furiosa-external-receipt-contract-20260827,0/0,dirty,MoonCaves,2026-08-27T05:37:05+08:00,close receipt contract wording report,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FINDINGS_DETACHED_PUBLICATION_RECEIPT.md;FURIOSA_EXTERNAL_RECEIPT_CONTRACT.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-finish-harvest,worker/furiosa-finish-harvest-20260827,d0d716c46f32573fee02b6e951acf76aa7a04c8f,origin/worker/furiosa-finish-harvest-20260827,0/0,clean,MoonCaves,2026-08-27T04:59:28+08:00,integrate Furiosa detached publication candidate,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-fold-latency,worker/furiosa-fold-latency-20260827,8aab2cbfc6fe6a395017807a39a0c2a894672bcf,origin/worker/furiosa-fold-latency-20260827,0/0,clean,MoonCaves,2026-08-27T03:08:31+08:00,test: characterize foreground consolidated fold latency,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FOREGROUND_FOLD_AUDIT.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-harvest-t15-20260827,worker/furiosa-harvest-t15-20260827,5eb3a38309a5319befaa434483bbf97004312129,UNCERTAIN,0/9 vs base,clean,MoonCaves,2026-08-27T05:27:22+08:00,refactor(cli): remove dead overlay bookkeeping,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-harvest-t19-20260827,worker/furiosa-harvest-t19-20260827,0717c49a1c1027984e083cd5f84c009b90c001a0,origin/worker/furiosa-harvest-t19-20260827,0/0,clean,MoonCaves,2026-08-27T06:29:17+08:00,docs: harvest Furiosa tick 19 candidates,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FURIOSA_TICK19_HARVEST.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-integration-winner,worker/furiosa-integration-winner-shrink-20260827,5eb3a38309a5319befaa434483bbf97004312129,origin/worker/furiosa-integration-winner-shrink-20260827,0/0,clean,MoonCaves,2026-08-27T05:27:22+08:00,refactor(cli): remove dead overlay bookkeeping,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-mutation-t18-20260827,worker/furiosa-mutation-t18-20260827,c846e9e08096abc748359754355271c12e83cd3e,origin/worker/furiosa-mutation-t18-20260827,0/0,clean,MoonCaves,2026-08-27T06:27:32+08:00,docs: record Furiosa tick 18 mutation evidence,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FURIOSA_TICK18_MUTATION.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-mutation-t22-20260827,worker/furiosa-mutation-t22-20260827,4d145f84d5de73caa778b2b44ce63551352dd4f7,origin/worker/furiosa-mutation-t22-20260827,0/0,clean,MoonCaves,2026-08-27T06:50:54+08:00,test: record furiosa tick 22 mutation results,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-nil-scope-attack,worker/furiosa-nil-scope-attack-20260827,be086d9468e1b3c779932993598c9ae1853aee8e,origin/worker/furiosa-nil-scope-attack-20260827,0/0,clean,MoonCaves,2026-08-27T05:12:41+08:00,docs: record nil-scope hostile disposition,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-nil-scope-attack-2,worker/furiosa-nil-scope-attack-2,c1be8909a181c4d8afb131f115a30bb7d14ade35,origin/worker/furiosa-nil-scope-attack-2,0/0,clean,MoonCaves,2026-08-27T05:04:04+08:00,test: reproduce consolidated-only default tag-write block,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-nil-scope-v2,worker/furiosa-nil-scope-v2,ef9f6ab31530bc689329e8058936473b6ae27601,origin/worker/furiosa-nil-scope-v2,0/0,clean,MoonCaves,2026-08-27T05:25:29+08:00,fix: keep default consolidated tag writes responsive,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FINDINGS_DETACHED_PUBLICATION_RECEIPT.md;FURIOSA_NIL_SCOPE_ATTACK.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-ozzy-results-spy-20260827,worker/furiosa-ozzy-results-spy-20260827,bd6bfb36b46ff468c507de5fdf4c775c19047579,origin/worker/furiosa-ozzy-results-spy-20260827,0/0,clean,MoonCaves,2026-08-27T07:02:46+08:00,correct Ozzy result audit rulings,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-prior-art,worker/furiosa-prior-art-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-prior-art-cadence,worker/furiosa-prior-art-cadence-20260827,a83deca5dc2915406aabf84cfb0902b535b9e601,origin/worker/furiosa-prior-art-cadence-20260827,0/0,clean,MoonCaves,2026-08-27T05:18:48+08:00,docs: extend prior-art cadence for terminal publication,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FURIOSA_PRIOR_ART_CADENCE_20260827.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-priorart-t17-20260827,worker/furiosa-priorart-t17-20260827,e98aca8f21c77e4d8db77582521cbbb3cb677f72,origin/worker/furiosa-priorart-t17-20260827,0/0,clean,MoonCaves,2026-08-27T06:02:40+08:00,docs: record Furiosa tick17 prior art,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FURIOSA_TICK17_PRIOR_ART.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-priorart-t21-20260827,worker/furiosa-prior-art-t21-20260827,ef2eebf414e77086be06281539c5a50ba036a32a,UNCERTAIN,0/3 vs base,clean,MoonCaves,2026-08-27T06:02:15+08:00,research: add tick17 prior art delta,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;FINDINGS_DETACHED_PUBLICATION_RECEIPT.md;README.md;ROADMAP.md;TICK17_PRIOR_ART.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-publisher-referee,worker/furiosa-publisher-referee-20260827,217f7eb3c50c2aef2212ea452e751405badc4390,origin/worker/furiosa-publisher-referee-20260827,0/0,clean,MoonCaves,2026-08-27T04:32:14+08:00,referee detached publisher candidates,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FURIOSA_PUBLISHER_REFEREE.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-rival-claims,worker/furiosa-rival-claims-20260827,cb5c84d2574097aebe46726249348bc56912decf,origin/worker/furiosa-rival-claims-20260827,0/0,clean,MoonCaves,2026-08-27T05:14:04+08:00,docs: refresh rival claim audit heads,worker,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;RIVAL_CLAIM_AUDIT.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-score-referee-t22-20260827,referee/furiosa-score-t22-20260827,0d237b1cd5fe6652541426ac0db03c43fd27d009,origin/referee/furiosa-score-t22-20260827,0/0,clean,MoonCaves,2026-08-27T06:59:39+08:00,audit Tick 22 c38 score accounting,referee,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-t28-han-claimspy-20260827,worker/furiosa-t28-han-claimspy-20260827,b2aa76fde37da4d4ab2f4906caf5af10a3707ec3,origin/worker/furiosa-t28-han-claimspy-20260827,0/0,clean,MoonCaves,2026-08-27T07:53:09+08:00,audit: record Han tick 28 claim spy,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-t28-ozzy-claimspy-20260827,worker/furiosa-t28-ozzy-claimspy-20260827,b799c65bdbad268fe2dc90986ecff2f61826ffc0,origin/worker/furiosa-t28-ozzy-claimspy-20260827,0/0,clean,MoonCaves,2026-08-27T07:54:29+08:00,audit Ozzy tick 28 claims,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-t28-patch-referee-20260827,worker/furiosa-t28-patch-referee-20260827,81e51b83fa2f39904e0a3ab90ae21fab260f9c24,origin/worker/furiosa-t28-patch-referee-20260827,0/0,clean,MoonCaves,2026-08-27T07:53:13+08:00,audit: record post-cutoff Han Ozzy patch census,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-furiosa-t29-adoption-regrade-20260827,worker/furiosa-t29-adoption-regrade-20260827,976bff78f0d4044fbf0e5da888f198fe16c230ea,origin/worker/furiosa-t29-adoption-regrade-20260827,0/0,clean,MoonCaves,2026-08-27T07:58:54+08:00,audit: regrade Tick 29 prior art adoption,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;PRIOR_ART_FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
